chip_id,archetype,archetype_confidence,region,imagery_layer,grid_id,detector,source_run,source_pred_id,bbox_geo_wkt,preview_path,added_date,notes,training_eligible
johannesburg_G0853_v3c_p0020,skylight_roof_window,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0020,"POLYGON ((28.0220165848732 -26.196891367435455, 28.0220165848732 -26.196822971105572, 28.021958917379383 -26.196822971105572, 28.021958917379383 -26.196891367435455, 28.0220165848732 -26.196891367435455))",previews/skylight_roof_window/johannesburg_G0853_v3c_p0020.png,2026-05-13,,false
johannesburg_G0853_v3c_p0023,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0023,"POLYGON ((28.021042943000793 -26.19779258966446, 28.021042943000793 -26.197480112314214, 28.020894080400467 -26.197480112314214, 28.020894080400467 -26.19779258966446, 28.021042943000793 -26.19779258966446))",previews/corrugated_metal_roof/johannesburg_G0853_v3c_p0023.png,2026-05-13,,false
johannesburg_G0853_v3c_p0024,roof_shadow_dark_fixture,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0024,"POLYGON ((28.014872521162033 -26.200415790081024, 28.014872521162033 -26.200386285781853, 28.01482692360878 -26.200386285781853, 28.01482692360878 -26.200415790081024, 28.014872521162033 -26.200415790081024))",previews/roof_shadow_dark_fixture/johannesburg_G0853_v3c_p0024.png,2026-05-13,,false
johannesburg_G0853_v3c_p0027,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0027,"POLYGON ((28.015501499176025 -26.19917929172516, 28.015501499176025 -26.199118942022317, 28.0153526365757 -26.199118942022317, 28.0153526365757 -26.19917929172516, 28.015501499176025 -26.19917929172516))",previews/corrugated_metal_roof/johannesburg_G0853_v3c_p0027.png,2026-05-13,,false
johannesburg_G0853_v3c_p0028,skylight_roof_window,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0028,"POLYGON ((28.017739802598953 -26.19919940829277, 28.017739802598953 -26.199159175157543, 28.01769956946373 -26.199159175157543, 28.01769956946373 -26.19919940829277, 28.017739802598953 -26.19919940829277))",previews/skylight_roof_window/johannesburg_G0853_v3c_p0028.png,2026-05-13,,false
johannesburg_G0853_v3c_p0033,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0033,"POLYGON ((28.021266907453537 -26.19986057281495, 28.021266907453537 -26.199749261140816, 28.021242767572403 -26.199749261140816, 28.021242767572403 -26.19986057281495, 28.021266907453537 -26.19986057281495))",previews/corrugated_metal_roof/johannesburg_G0853_v3c_p0033.png,2026-05-13,,false
johannesburg_G0853_v3c_p0034,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0034,"POLYGON ((28.021093904972076 -26.20017036795616, 28.021093904972076 -26.200087219476696, 28.02104964852333 -26.200087219476696, 28.02104964852333 -26.20017036795616, 28.021093904972076 -26.20017036795616))",previews/corrugated_metal_roof/johannesburg_G0853_v3c_p0034.png,2026-05-13,,false
johannesburg_G0853_v3c_p0037,pergola_carport_shadow,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0037,"POLYGON ((28.013554215431217 -26.201589256525036, 28.013554215431217 -26.20155304670333, 28.013496547937393 -26.20155304670333, 28.013496547937393 -26.201589256525036, 28.013554215431217 -26.201589256525036))",previews/pergola_carport_shadow/johannesburg_G0853_v3c_p0037.png,2026-05-13,,false
johannesburg_G0853_v3c_p0038,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0038,"POLYGON ((28.012749552726746 -26.20159327983856, 28.012749552726746 -26.201514154672612, 28.01259532570839 -26.201514154672612, 28.01259532570839 -26.20159327983856, 28.012749552726746 -26.20159327983856))",previews/corrugated_metal_roof/johannesburg_G0853_v3c_p0038.png,2026-05-13,,false
johannesburg_G0853_v3c_p0046,hvac_rooftop_equipment,A2,johannesburg,geid_2024_02,G0853,v3c,cls_pv_thermal_v2,0046,"POLYGON ((28.02123472094536 -26.203013509511948, 28.02123472094536 -26.20289012789726, 28.02099734544754 -26.20289012789726, 28.02099734544754 -26.203013509511948, 28.02123472094536 -26.203013509511948))",previews/hvac_rooftop_equipment/johannesburg_G0853_v3c_p0046.png,2026-05-13,,false
johannesburg_G0855_v3c_p0004,roof_shadow_dark_fixture,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0004,"POLYGON ((28.037302494049072 -26.19372636079788, 28.037302494049072 -26.193573474884033, 28.03723007440567 -26.193573474884033, 28.03723007440567 -26.19372636079788, 28.037302494049072 -26.19372636079788))",previews/roof_shadow_dark_fixture/johannesburg_G0855_v3c_p0004.png,2026-05-13,,false
johannesburg_G0855_v3c_p0005,skylight_roof_window,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0005,"POLYGON ((28.037522435188293 -26.193931549787525, 28.037522435188293 -26.193883270025253, 28.037470132112503 -26.193883270025253, 28.037470132112503 -26.193931549787525, 28.037522435188293 -26.193931549787525))",previews/skylight_roof_window/johannesburg_G0855_v3c_p0005.png,2026-05-13,,false
johannesburg_G0855_v3c_p0007,skylight_roof_window,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0007,"POLYGON ((28.035485297441486 -26.19418501853943, 28.035485297441486 -26.19409650564193, 28.03541824221611 -26.19409650564193, 28.03541824221611 -26.19418501853943, 28.035485297441486 -26.19418501853943))",previews/skylight_roof_window/johannesburg_G0855_v3c_p0007.png,2026-05-13,,false
johannesburg_G0855_v3c_p0016,skylight_roof_window,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0016,"POLYGON ((28.04175227880478 -26.193895339965817, 28.04175227880478 -26.19386315345763, 28.041695952415466 -26.19386315345763, 28.041695952415466 -26.193895339965817, 28.04175227880478 -26.193895339965817))",previews/skylight_roof_window/johannesburg_G0855_v3c_p0016.png,2026-05-13,,false
johannesburg_G0855_v3c_p0017,hvac_rooftop_equipment,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0017,"POLYGON ((28.041449189186096 -26.19471341371537, 28.041449189186096 -26.194662451744076, 28.041046857833862 -26.194662451744076, 28.041046857833862 -26.19471341371537, 28.041449189186096 -26.19471341371537))",previews/hvac_rooftop_equipment/johannesburg_G0855_v3c_p0017.png,2026-05-13,,false
johannesburg_G0855_v3c_p0018,skylight_roof_window,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0018,"POLYGON ((28.040349483489994 -26.196593642234806, 28.040349483489994 -26.196426004171364, 28.040211349725723 -26.196426004171364, 28.040211349725723 -26.196593642234806, 28.040349483489994 -26.196593642234806))",previews/skylight_roof_window/johannesburg_G0855_v3c_p0018.png,2026-05-13,,false
johannesburg_G0855_v3c_p0020,skylight_roof_window,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0020,"POLYGON ((28.040505051612854 -26.1966110765934, 28.040505051612854 -26.19655340909957, 28.040349483489994 -26.19655340909957, 28.040349483489994 -26.1966110765934, 28.040505051612854 -26.1966110765934))",previews/skylight_roof_window/johannesburg_G0855_v3c_p0020.png,2026-05-13,,false
johannesburg_G0855_v3c_p0021,ground_road_marking,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0021,"POLYGON ((28.04153636097908 -26.19764775037766, 28.04153636097908 -26.19733929634094, 28.041403591632843 -26.19733929634094, 28.041403591632843 -26.19764775037766, 28.04153636097908 -26.19764775037766))",previews/ground_road_marking/johannesburg_G0855_v3c_p0021.png,2026-05-13,,false
johannesburg_G0855_v3c_p0022,skylight_roof_window,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0022,"POLYGON ((28.0416476726532 -26.198766231536872, 28.0416476726532 -26.198648214340203, 28.04150551557541 -26.198648214340203, 28.04150551557541 -26.198766231536872, 28.0416476726532 -26.198766231536872))",previews/skylight_roof_window/johannesburg_G0855_v3c_p0022.png,2026-05-13,,false
johannesburg_G0855_v3c_p0042,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0855,v3c,cls_pv_thermal_v2,0042,"POLYGON ((28.0328406393528 -26.20252668857575, 28.0328406393528 -26.20245292782783, 28.032793700695038 -26.20245292782783, 28.032793700695038 -26.20252668857575, 28.0328406393528 -26.20252668857575))",previews/corrugated_metal_roof/johannesburg_G0855_v3c_p0042.png,2026-05-13,,false
johannesburg_G0856_v3c_p0000,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0000,"POLYGON ((28.042657524347305 -26.194282919168476, 28.042657524347305 -26.194219887256626, 28.042594492435455 -26.194219887256626, 28.042594492435455 -26.194282919168476, 28.042657524347305 -26.194282919168476))",previews/corrugated_metal_roof/johannesburg_G0856_v3c_p0000.png,2026-05-13,,false
johannesburg_G0856_v3c_p0001,skylight_roof_window,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0001,"POLYGON ((28.042796999216083 -26.19587883353234, 28.042796999216083 -26.195784956216812, 28.042605221271515 -26.195784956216812, 28.042605221271515 -26.19587883353234, 28.042796999216083 -26.19587883353234))",previews/skylight_roof_window/johannesburg_G0856_v3c_p0001.png,2026-05-13,,false
johannesburg_G0856_v3c_p0006,skylight_roof_window,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0006,"POLYGON ((28.043100088834763 -26.1979441344738, 28.043100088834763 -26.197881102561944, 28.04302766919136 -26.197881102561944, 28.04302766919136 -26.1979441344738, 28.043100088834763 -26.1979441344738))",previews/skylight_roof_window/johannesburg_G0856_v3c_p0006.png,2026-05-13,,false
johannesburg_G0856_v3c_p0007,skylight_roof_window,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0007,"POLYGON ((28.045088946819305 -26.1979977786541, 28.045088946819305 -26.19793340563774, 28.04502323269844 -26.19793340563774, 28.04502323269844 -26.1979977786541, 28.045088946819305 -26.1979977786541))",previews/skylight_roof_window/johannesburg_G0856_v3c_p0007.png,2026-05-13,,false
johannesburg_G0856_v3c_p0013,hvac_rooftop_equipment,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0013,"POLYGON ((28.052902221679688 -26.197501569986347, 28.052902221679688 -26.1973674595356, 28.052804321050644 -26.1973674595356, 28.052804321050644 -26.197501569986347, 28.052902221679688 -26.197501569986347))",previews/hvac_rooftop_equipment/johannesburg_G0856_v3c_p0013.png,2026-05-13,,false
johannesburg_G0856_v3c_p0018,skylight_roof_window,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0018,"POLYGON ((28.0426923930645 -26.199660748243332, 28.0426923930645 -26.199613809585568, 28.042632043361664 -26.199613809585568, 28.042632043361664 -26.199660748243332, 28.0426923930645 -26.199660748243332))",previews/skylight_roof_window/johannesburg_G0856_v3c_p0018.png,2026-05-13,,false
johannesburg_G0856_v3c_p0019,roof_shadow_dark_fixture,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0019,"POLYGON ((28.043537288904194 -26.20097637176514, 28.043537288904194 -26.200772523880005, 28.04346889257431 -26.200772523880005, 28.04346889257431 -26.20097637176514, 28.043537288904194 -26.20097637176514))",previews/roof_shadow_dark_fixture/johannesburg_G0856_v3c_p0019.png,2026-05-13,,false
johannesburg_G0856_v3c_p0021,roof_shadow_dark_fixture,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0021,"POLYGON ((28.047296404838562 -26.200952231884006, 28.047296404838562 -26.200861036777493, 28.046974539756775 -26.200861036777493, 28.046974539756775 -26.200952231884006, 28.047296404838562 -26.200952231884006))",previews/roof_shadow_dark_fixture/johannesburg_G0856_v3c_p0021.png,2026-05-13,,false
johannesburg_G0856_v3c_p0022,roof_shadow_dark_fixture,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0022,"POLYGON ((28.04673045873642 -26.200977712869648, 28.04673045873642 -26.20091870427131, 28.046550750732422 -26.20091870427131, 28.046550750732422 -26.200977712869648, 28.04673045873642 -26.200977712869648))",previews/roof_shadow_dark_fixture/johannesburg_G0856_v3c_p0022.png,2026-05-13,,false
johannesburg_G0856_v3c_p0025,skylight_roof_window,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0025,"POLYGON ((28.051959425210953 -26.19912967085838, 28.051959425210953 -26.199070662260045, 28.051921874284748 -26.199070662260045, 28.051921874284748 -26.19912967085838, 28.051959425210953 -26.19912967085838))",previews/skylight_roof_window/johannesburg_G0856_v3c_p0025.png,2026-05-13,,false
johannesburg_G0856_v3c_p0026,skylight_roof_window,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0026,"POLYGON ((28.05218204855919 -26.20151147246361, 28.05218204855919 -26.201451122760773, 28.052074760198593 -26.201451122760773, 28.052074760198593 -26.20151147246361, 28.05218204855919 -26.20151147246361))",previews/skylight_roof_window/johannesburg_G0856_v3c_p0026.png,2026-05-13,,false
johannesburg_G0856_v3c_p0027,roof_shadow_dark_fixture,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0027,"POLYGON ((28.052005022764206 -26.20151281356812, 28.052005022764206 -26.201388090848916, 28.0518414080143 -26.201388090848916, 28.0518414080143 -26.20151281356812, 28.052005022764206 -26.20151281356812))",previews/roof_shadow_dark_fixture/johannesburg_G0856_v3c_p0027.png,2026-05-13,,false
johannesburg_G0856_v3c_p0028,other_unknown,A2,johannesburg,geid_2024_02,G0856,v3c,cls_pv_thermal_v2,0028,"POLYGON ((28.045771569013596 -26.20178639888763, 28.045771569013596 -26.20170593261718, 28.04574742913246 -26.20170593261718, 28.04574742913246 -26.20178639888763, 28.045771569013596 -26.20178639888763))",previews/other_unknown/johannesburg_G0856_v3c_p0028.png,2026-05-13,,false
johannesburg_G0857_v3c_p0000,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0000,"POLYGON ((28.052513301372528 -26.19321003556252, 28.052513301372528 -26.193129569292065, 28.052384555339813 -26.193129569292065, 28.052384555339813 -26.19321003556252, 28.052513301372528 -26.19321003556252))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0000.png,2026-05-13,,false
johannesburg_G0857_v3c_p0001,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0001,"POLYGON ((28.05256024003029 -26.193303912878033, 28.05256024003029 -26.19322344660758, 28.052431493997574 -26.19322344660758, 28.052431493997574 -26.193303912878033, 28.05256024003029 -26.193303912878033))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0001.png,2026-05-13,,false
johannesburg_G0857_v3c_p0002,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0002,"POLYGON ((28.052608519792557 -26.193397790193554, 28.052608519792557 -26.193318665027615, 28.052479773759842 -26.193318665027615, 28.052479773759842 -26.193397790193554, 28.052608519792557 -26.193397790193554))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0002.png,2026-05-13,,false
johannesburg_G0857_v3c_p0007,ground_road_marking,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0007,"POLYGON ((28.0568665266037 -26.19323417544365, 28.0568665266037 -26.193122863769528, 28.0568128824234 -26.193122863769528, 28.0568128824234 -26.19323417544365, 28.0568665266037 -26.19323417544365))",previews/ground_road_marking/johannesburg_G0857_v3c_p0007.png,2026-05-13,,false
johannesburg_G0857_v3c_p0009,solar_thermal_water_heater,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0009,"POLYGON ((28.058380633592606 -26.19359090924263, 28.058380633592606 -26.19356542825699, 28.05833771824837 -26.19356542825699, 28.05833771824837 -26.19359090924263, 28.058380633592606 -26.19359090924263))",previews/solar_thermal_water_heater/johannesburg_G0857_v3c_p0009.png,2026-05-13,,false
johannesburg_G0857_v3c_p0010,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0010,"POLYGON ((28.059210777282715 -26.19371965527534, 28.059210777282715 -26.193670034408566, 28.05918797850609 -26.193670034408566, 28.05918797850609 -26.19371965527534, 28.059210777282715 -26.19371965527534))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0010.png,2026-05-13,,false
johannesburg_G0857_v3c_p0019,solar_thermal_water_heater,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0019,"POLYGON ((28.052989393472675 -26.197501569986347, 28.052989393472675 -26.197358071804036, 28.05280566215515 -26.197358071804036, 28.05280566215515 -26.197501569986347, 28.052989393472675 -26.197501569986347))",previews/solar_thermal_water_heater/johannesburg_G0857_v3c_p0019.png,2026-05-13,,false
johannesburg_G0857_v3c_p0020,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0020,"POLYGON ((28.054354637861252 -26.198217719793316, 28.054354637861252 -26.19806215167045, 28.054121285676956 -26.19806215167045, 28.054121285676956 -26.198217719793316, 28.054354637861252 -26.198217719793316))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0020.png,2026-05-13,,false
johannesburg_G0857_v3c_p0025,hvac_rooftop_equipment,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0025,"POLYGON ((28.059779405593872 -26.197418421506878, 28.059779405593872 -26.197348684072487, 28.059751242399216 -26.197348684072487, 28.059751242399216 -26.197418421506878, 28.059779405593872 -26.197418421506878))",previews/hvac_rooftop_equipment/johannesburg_G0857_v3c_p0025.png,2026-05-13,,false
johannesburg_G0857_v3c_p0026,ground_road_marking,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0026,"POLYGON ((28.05894523859024 -26.197952181100842, 28.05894523859024 -26.197850257158276, 28.058833926916122 -26.197850257158276, 28.058833926916122 -26.197952181100842, 28.05894523859024 -26.197952181100842))",previews/ground_road_marking/johannesburg_G0857_v3c_p0026.png,2026-05-13,,false
johannesburg_G0857_v3c_p0031,skylight_roof_window,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0031,"POLYGON ((28.05586338043213 -26.1988627910614, 28.05586338043213 -26.198830604553223, 28.055829852819446 -26.198830604553223, 28.055829852819446 -26.1988627910614, 28.05586338043213 -26.1988627910614))",previews/skylight_roof_window/johannesburg_G0857_v3c_p0031.png,2026-05-13,,false
johannesburg_G0857_v3c_p0033,skylight_roof_window,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0033,"POLYGON ((28.05579498410225 -26.19903713464737, 28.05579498410225 -26.199006289243695, 28.055761456489563 -26.199006289243695, 28.055761456489563 -26.19903713464737, 28.05579498410225 -26.19903713464737))",previews/skylight_roof_window/johannesburg_G0857_v3c_p0033.png,2026-05-13,,false
johannesburg_G0857_v3c_p0035,skylight_roof_window,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0035,"POLYGON ((28.055777549743652 -26.1991135776043, 28.055777549743652 -26.199073344469063, 28.05573731660843 -26.199073344469063, 28.05573731660843 -26.1991135776043, 28.055777549743652 -26.1991135776043))",previews/skylight_roof_window/johannesburg_G0857_v3c_p0035.png,2026-05-13,,false
johannesburg_G0857_v3c_p0037,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0037,"POLYGON ((28.05757999420166 -26.19969293475151, 28.05757999420166 -26.199511885643002, 28.057341277599335 -26.199511885643002, 28.057341277599335 -26.19969293475151, 28.05757999420166 -26.19969293475151))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0037.png,2026-05-13,,false
johannesburg_G0857_v3c_p0038,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0038,"POLYGON ((28.055837899446487 -26.20074167847634, 28.055837899446487 -26.200586110353463, 28.055630028247833 -26.200586110353463, 28.055630028247833 -26.20074167847634, 28.055837899446487 -26.20074167847634))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0038.png,2026-05-13,,false
johannesburg_G0857_v3c_p0041,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0041,"POLYGON ((28.057663142681122 -26.19971036911011, 28.057663142681122 -26.199569553136815, 28.05757999420166 -26.199569553136815, 28.05757999420166 -26.19971036911011, 28.057663142681122 -26.19971036911011))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0041.png,2026-05-13,,false
johannesburg_G0857_v3c_p0046,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0046,"POLYGON ((28.06240126490593 -26.201169490814205, 28.06240126490593 -26.201087683439248, 28.062218874692917 -26.201087683439248, 28.062218874692917 -26.201169490814205, 28.06240126490593 -26.201169490814205))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0046.png,2026-05-13,,false
johannesburg_G0857_v3c_p0048,hvac_rooftop_equipment,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0048,"POLYGON ((28.05375248193741 -26.202517300844196, 28.05375248193741 -26.202342957258217, 28.053423911333084 -26.202342957258217, 28.053423911333084 -26.202517300844196, 28.05375248193741 -26.202517300844196))",previews/hvac_rooftop_equipment/johannesburg_G0857_v3c_p0048.png,2026-05-13,,false
johannesburg_G0857_v3c_p0052,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0052,"POLYGON ((28.06244283914566 -26.20129689574242, 28.06244283914566 -26.201169490814205, 28.062142431735992 -26.201169490814205, 28.062142431735992 -26.20129689574242, 28.06244283914566 -26.20129689574242))",previews/corrugated_metal_roof/johannesburg_G0857_v3c_p0052.png,2026-05-13,,false
johannesburg_G0857_v3c_p0053,skylight_roof_window,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0053,"POLYGON ((28.06107759475708 -26.201928555965427, 28.06107759475708 -26.201877593994134, 28.060912638902664 -26.201877593994134, 28.060912638902664 -26.201928555965427, 28.06107759475708 -26.201928555965427))",previews/skylight_roof_window/johannesburg_G0857_v3c_p0053.png,2026-05-13,,false
johannesburg_G0857_v3c_p0054,skylight_roof_window,A2,johannesburg,geid_2024_02,G0857,v3c,cls_pv_thermal_v2,0054,"POLYGON ((28.06108832359314 -26.202224940061566, 28.06108832359314 -26.20201572775841, 28.06094080209732 -26.20201572775841, 28.06094080209732 -26.202224940061566, 28.06108832359314 -26.202224940061566))",previews/skylight_roof_window/johannesburg_G0857_v3c_p0054.png,2026-05-13,,false
johannesburg_G0888_v3c_p0005,hvac_rooftop_equipment,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0005,"POLYGON ((28.013559579849243 -26.187055706977848, 28.013559579849243 -26.186924278736107, 28.01342412829399 -26.186924278736107, 28.01342412829399 -26.187055706977848, 28.013559579849243 -26.187055706977848))",previews/hvac_rooftop_equipment/johannesburg_G0888_v3c_p0005.png,2026-05-13,,false
johannesburg_G0888_v3c_p0009,roof_shadow_dark_fixture,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0009,"POLYGON ((28.01600843667984 -26.18579104542732, 28.01600843667984 -26.185745447874066, 28.015905171632767 -26.185745447874066, 28.015905171632767 -26.18579104542732, 28.01600843667984 -26.18579104542732))",previews/roof_shadow_dark_fixture/johannesburg_G0888_v3c_p0009.png,2026-05-13,,false
johannesburg_G0888_v3c_p0017,pergola_carport_shadow,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0017,"POLYGON ((28.018543124198914 -26.18499845266342, 28.018543124198914 -26.184931397438046, 28.018438518047333 -26.184931397438046, 28.018438518047333 -26.18499845266342, 28.018543124198914 -26.18499845266342))",previews/pergola_carport_shadow/johannesburg_G0888_v3c_p0017.png,2026-05-13,,false
johannesburg_G0888_v3c_p0022,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0022,"POLYGON ((28.01828697323799 -26.186098158359528, 28.01828697323799 -26.185981482267373, 28.018207848072052 -26.185981482267373, 28.018207848072052 -26.186098158359528, 28.01828697323799 -26.186098158359528))",previews/corrugated_metal_roof/johannesburg_G0888_v3c_p0022.png,2026-05-13,,false
johannesburg_G0888_v3c_p0025,hvac_rooftop_equipment,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0025,"POLYGON ((28.01900714635849 -26.186756640672684, 28.01900714635849 -26.186696290969845, 28.018941432237625 -26.186696290969845, 28.018941432237625 -26.186756640672684, 28.01900714635849 -26.186756640672684))",previews/hvac_rooftop_equipment/johannesburg_G0888_v3c_p0025.png,2026-05-13,,false
johannesburg_G0888_v3c_p0026,skylight_roof_window,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0026,"POLYGON ((28.01911309361458 -26.186862587928772, 28.01911309361458 -26.18681296706199, 28.01905944943428 -26.18681296706199, 28.01905944943428 -26.186862587928772, 28.01911309361458 -26.186862587928772))",previews/skylight_roof_window/johannesburg_G0888_v3c_p0026.png,2026-05-13,,false
johannesburg_G0888_v3c_p0027,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0027,"POLYGON ((28.019497990608215 -26.18722200393677, 28.019497990608215 -26.187057048082345, 28.019255250692368 -26.187057048082345, 28.019255250692368 -26.18722200393677, 28.019497990608215 -26.18722200393677))",previews/corrugated_metal_roof/johannesburg_G0888_v3c_p0027.png,2026-05-13,,false
johannesburg_G0888_v3c_p0028,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0028,"POLYGON ((28.02022486925125 -26.187222003936764, 28.02022486925125 -26.18709057569503, 28.020053207874298 -26.18709057569503, 28.020053207874298 -26.187222003936764, 28.02022486925125 -26.187222003936764))",previews/corrugated_metal_roof/johannesburg_G0888_v3c_p0028.png,2026-05-13,,false
johannesburg_G0888_v3c_p0038,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0038,"POLYGON ((28.02019134163857 -26.187247484922413, 28.02019134163857 -26.187223345041268, 28.020128309726715 -26.187223345041268, 28.020128309726715 -26.187247484922413, 28.02019134163857 -26.187247484922413))",previews/corrugated_metal_roof/johannesburg_G0888_v3c_p0038.png,2026-05-13,,false
johannesburg_G0888_v3c_p0039,corrugated_metal_roof,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0039,"POLYGON ((28.019586503505707 -26.18733868002891, 28.019586503505707 -26.18722200393676, 28.019392043352127 -26.18722200393676, 28.019392043352127 -26.18733868002891, 28.019586503505707 -26.18733868002891))",previews/corrugated_metal_roof/johannesburg_G0888_v3c_p0039.png,2026-05-13,,false
johannesburg_G0888_v3c_p0040,pergola_carport_shadow,A2,johannesburg,geid_2024_02,G0888,v3c,cls_pv_thermal_v2,0040,"POLYGON ((28.02006796002388 -26.187534481287003, 28.02006796002388 -26.187480837106705, 28.020002245903015 -26.187480837106705, 28.020002245903015 -26.187534481287003, 28.02006796002388 -26.187534481287003))",previews/pergola_carport_shadow/johannesburg_G0888_v3c_p0040.png,2026-05-13,,false
