chip_filename,split,label,subtype,grid_id,detector,source_bucket
jhbcbd_v3c_G0853_p0037__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0853,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0853_p0038__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0853,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0853_p0046__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0853,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0004__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0005__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0007__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0016__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0017__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0018__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0020__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0021__ground_road_marking.png,train,non_pv,ground_road_marking,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0022__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0041__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0042__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0855_p0053__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0855,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0000__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0001__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0006__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0007__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0013__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0018__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0019__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0021__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0022__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0023__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0025__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0026__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0027__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0028__other_unknown.png,train,non_pv,other_unknown,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0856_p0036__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0856,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0000__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0001__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0002__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0006__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0007__ground_road_marking.png,train,non_pv,ground_road_marking,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0009__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0010__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0019__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0020__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0025__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0026__ground_road_marking.png,train,non_pv,ground_road_marking,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0027__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0031__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0033__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0035__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0037__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0038__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0041__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0042__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0044__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0045__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0046__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0047__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0048__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0052__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0053__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0857_p0054__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0857,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0005__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0009__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0017__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0022__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0025__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0026__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0027__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0028__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0038__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0039__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0040__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0044__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0046__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0049__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0050__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0051__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0052__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0888_p0053__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0888,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0000__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0001__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0002__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0003__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0004__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0005__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0006__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0008__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0009__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0022__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0024__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0027__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0028__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0029__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0891_p0030__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0891,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0000__other_unknown.png,train,non_pv,other_unknown,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0001__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0015__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0023__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0033__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0044__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0045__other_unknown.png,train,non_pv,other_unknown,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0048__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0055__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0058__other_unknown.png,train,non_pv,other_unknown,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0060__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0081__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0088__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0097__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0102__ground_road_marking.png,train,non_pv,ground_road_marking,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0120__ground_road_marking.png,train,non_pv,ground_road_marking,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0122__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0125__ground_road_marking.png,train,non_pv,ground_road_marking,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0127__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0129__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0130__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0142__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0143__ground_road_marking.png,train,non_pv,ground_road_marking,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0922_p0152__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0922,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0009__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0014__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0018__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0029__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0033__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0051__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0056__ground_road_marking.png,train,non_pv,ground_road_marking,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0059__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0062__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0065__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0066__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0069__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0088__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0089__other_unknown.png,train,non_pv,other_unknown,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0091__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0093__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0094__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0096__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0125__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0126__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0141__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0151__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0153__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0154__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0172__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0923_p0187__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0923,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0004__ground_road_marking.png,train,non_pv,ground_road_marking,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0005__ground_road_marking.png,train,non_pv,ground_road_marking,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0006__ground_road_marking.png,train,non_pv,ground_road_marking,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0007__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0008__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0009__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0010__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0011__ground_road_marking.png,train,non_pv,ground_road_marking,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0012__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0925_p0029__ground_road_marking.png,train,non_pv,ground_road_marking,G0925,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0000__other_unknown.png,train,non_pv,other_unknown,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0001__ground_road_marking.png,train,non_pv,ground_road_marking,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0002__other_unknown.png,train,non_pv,other_unknown,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0004__solar_thermal_water_heater.png,train,non_pv,solar_thermal_water_heater,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0009__pergola_carport_shadow.png,train,non_pv,pergola_carport_shadow,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0011__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0012__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0026__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0030__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0032__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0033__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v3c_G0926_p0034__skylight_roof_window.png,train,non_pv,skylight_roof_window,G0926,v3c,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0000__ground_road_marking.png,train,non_pv,ground_road_marking,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0004__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0007__hvac_rooftop_equipment.png,train,non_pv,hvac_rooftop_equipment,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0011__ground_road_marking.png,train,non_pv,ground_road_marking,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0013__ground_road_marking.png,train,non_pv,ground_road_marking,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0014__actually_pv_mislabeled.png,train,pv,actually_pv_mislabeled,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0015__ground_road_marking.png,train,non_pv,ground_road_marking,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0019__roof_shadow_dark_fixture.png,train,non_pv,roof_shadow_dark_fixture,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
jhbcbd_v4_2_G0772_p0021__corrugated_metal_roof.png,train,non_pv,corrugated_metal_roof,G0772,v4_2,johannesburg:v3c_sam_mask_geid_2024_02
