chip_id,grid_id,detector,pred_idx,label,iou_to_gt,area_m2,source_detector,chip_path,split,dup_group_id,dup_size,is_canonical
v4_2_G0814_p0098,G0814,v4_2,98,pv,0.3031,270.41,both,chips/pv/v4_2_G0814_p0098.png,,,1,True
v3c_G0814_p0031,G0814,v3c,31,pv,0.9795,19.187,v3c,chips/pv/v3c_G0814_p0031.png,,,1,True
v3c_G0776_p0015,G0776,v3c,15,nonpv,0.0,13.574,both,chips/nonpv/v3c_G0776_p0015.png,,,1,True
v4_2_G0774_p0113,G0774,v4_2,113,nonpv,0.0,13.653,v4_2,chips/nonpv/v4_2_G0774_p0113.png,,,1,True
v4_2_G0774_p0114,G0774,v4_2,114,nonpv,0.0,12.041,v4_2,chips/nonpv/v4_2_G0774_p0114.png,,,1,True
v3c_G0776_p0016,G0776,v3c,16,nonpv,0.0,22.749,both,chips/nonpv/v3c_G0776_p0016.png,,,1,True
v3c_G0814_p0032,G0814,v3c,32,pv,0.9696,27.408,both,chips/pv/v3c_G0814_p0032.png,,,1,True
v4_2_G0814_p0100,G0814,v4_2,100,pv,0.4514,5503.983,both,chips/pv/v4_2_G0814_p0100.png,,,1,True
v3c_G0776_p0017,G0776,v3c,17,nonpv,0.0,21.216,both,chips/nonpv/v3c_G0776_p0017.png,,,1,True
v4_2_G0814_p0104,G0814,v4_2,104,pv,0.7649,121.055,both,chips/pv/v4_2_G0814_p0104.png,,,1,True
v3c_G0814_p0033,G0814,v3c,33,pv,0.6975,35.31,both,chips/pv/v3c_G0814_p0033.png,,,1,True
v4_2_G0774_p0116,G0774,v4_2,116,nonpv,0.0,4.816,v4_2,chips/nonpv/v4_2_G0774_p0116.png,,,1,True
v4_2_G0774_p0118,G0774,v4_2,118,nonpv,0.0,18.907,both,chips/nonpv/v4_2_G0774_p0118.png,,,1,True
v3c_G0814_p0034,G0814,v3c,34,pv,0.9119,112.974,both,chips/pv/v3c_G0814_p0034.png,,,1,True
v4_2_G0814_p0105,G0814,v4_2,105,pv,0.1325,151.865,v4_2,chips/pv/v4_2_G0814_p0105.png,,,1,True
v3c_G0776_p0018,G0776,v3c,18,nonpv,0.0,19.744,v3c,chips/nonpv/v3c_G0776_p0018.png,,,1,True
v3c_G0776_p0020,G0776,v3c,20,nonpv,0.0,171.044,both,chips/nonpv/v3c_G0776_p0020.png,,,1,True
v4_2_G0814_p0106,G0814,v4_2,106,pv,0.9344,20.003,v4_2,chips/pv/v4_2_G0814_p0106.png,,,1,True
v3c_G0814_p0035,G0814,v3c,35,pv,0.9491,44.425,both,chips/pv/v3c_G0814_p0035.png,,,1,True
v4_2_G0774_p0119,G0774,v4_2,119,nonpv,0.0,35.047,v4_2,chips/nonpv/v4_2_G0774_p0119.png,,,1,True
v3c_G0814_p0036,G0814,v3c,36,pv,0.9414,20.581,both,chips/pv/v3c_G0814_p0036.png,,,1,True
v4_2_G0774_p0122,G0774,v4_2,122,nonpv,0.0,666.301,v4_2,chips/nonpv/v4_2_G0774_p0122.png,,,1,True
v4_2_G0814_p0108,G0814,v4_2,108,pv,0.216,1328.943,both,chips/pv/v4_2_G0814_p0108.png,,,1,True
v3c_G0776_p0024,G0776,v3c,24,nonpv,0.0,12.837,both,chips/nonpv/v3c_G0776_p0024.png,,,1,True
v4_2_G0814_p0111,G0814,v4_2,111,pv,0.7946,29.954,both,chips/pv/v4_2_G0814_p0111.png,,,1,True
v3c_G0814_p0038,G0814,v3c,38,pv,0.3815,52.328,both,chips/pv/v3c_G0814_p0038.png,,,1,True
v3c_G0776_p0025,G0776,v3c,25,nonpv,0.0,19.803,both,chips/nonpv/v3c_G0776_p0025.png,,,1,True
v4_2_G0775_p0001,G0775,v4_2,1,nonpv,0.0,5.812,both,chips/nonpv/v4_2_G0775_p0001.png,,,1,True
v4_2_G0775_p0002,G0775,v4_2,2,nonpv,0.0,25.715,v4_2,chips/nonpv/v4_2_G0775_p0002.png,,,1,True
v3c_G0776_p0026,G0776,v3c,26,nonpv,0.0,9.971,both,chips/nonpv/v3c_G0776_p0026.png,,,1,True
v3c_G0814_p0039,G0814,v3c,39,pv,0.9352,8.559,both,chips/pv/v3c_G0814_p0039.png,,,1,True
v4_2_G0814_p0112,G0814,v4_2,112,pv,0.726,33.418,both,chips/pv/v4_2_G0814_p0112.png,,,1,True
v4_2_G0814_p0116,G0814,v4_2,116,pv,0.3892,907.905,both,chips/pv/v4_2_G0814_p0116.png,,g00000,2,True
v3c_G0814_p0040,G0814,v3c,40,pv,0.9484,11.107,both,chips/pv/v3c_G0814_p0040.png,,,1,True
v3c_G0814_p0003,G0814,v3c,3,nonpv,0.0,47.293,both,chips/nonpv/v3c_G0814_p0003.png,,,1,True
v4_2_G0775_p0003,G0775,v4_2,3,nonpv,0.0,107.14,both,chips/nonpv/v4_2_G0775_p0003.png,,,1,True
v4_2_G0775_p0004,G0775,v4_2,4,nonpv,0.0,83.435,v4_2,chips/nonpv/v4_2_G0775_p0004.png,,,1,True
v3c_G0814_p0005,G0814,v3c,5,nonpv,0.0,43.113,both,chips/nonpv/v3c_G0814_p0005.png,,,1,True
v3c_G0814_p0041,G0814,v3c,41,pv,0.9562,34.255,both,chips/pv/v3c_G0814_p0041.png,,,1,True
v4_2_G0814_p0119,G0814,v4_2,119,pv,0.9412,6.071,v4_2,chips/pv/v4_2_G0814_p0119.png,,,1,True
v4_2_G0775_p0005,G0775,v4_2,5,nonpv,0.0,9.832,v4_2,chips/nonpv/v4_2_G0775_p0005.png,,,1,True
v3c_G0814_p0042,G0814,v3c,42,pv,0.975,36.484,both,chips/pv/v3c_G0814_p0042.png,,,1,True
v3c_G0814_p0009,G0814,v3c,9,nonpv,0.0,13.157,both,chips/nonpv/v3c_G0814_p0009.png,,,1,True
v4_2_G0814_p0120,G0814,v4_2,120,pv,0.6941,13.076,both,chips/pv/v4_2_G0814_p0120.png,,,1,True
v4_2_G0814_p0121,G0814,v4_2,121,pv,0.6156,277.492,both,chips/pv/v4_2_G0814_p0121.png,,g00173,2,True
v3c_G0814_p0011,G0814,v3c,11,nonpv,0.0,259.796,both,chips/nonpv/v3c_G0814_p0011.png,,g00173,2,True
v3c_G0814_p0043,G0814,v3c,43,pv,0.9479,17.416,both,chips/pv/v3c_G0814_p0043.png,,,1,True
v4_2_G0775_p0006,G0775,v4_2,6,nonpv,0.0,66.617,both,chips/nonpv/v4_2_G0775_p0006.png,,,1,True
v3c_G0814_p0013,G0814,v3c,13,nonpv,0.0,21.795,both,chips/nonpv/v3c_G0814_p0013.png,,,1,True
v3c_G0814_p0044,G0814,v3c,44,pv,0.404,29.338,both,chips/pv/v3c_G0814_p0044.png,,g00174,2,False
v4_2_G0775_p0007,G0775,v4_2,7,nonpv,0.0,23.167,both,chips/nonpv/v4_2_G0775_p0007.png,,,1,True
v4_2_G0815_p0003,G0815,v4_2,3,pv,0.2113,135.092,both,chips/pv/v4_2_G0815_p0003.png,,,1,True
v3c_G0814_p0046,G0814,v3c,46,pv,0.9201,15.863,both,chips/pv/v3c_G0814_p0046.png,,,1,True
v3c_G0814_p0014,G0814,v3c,14,nonpv,0.0,34.434,both,chips/nonpv/v3c_G0814_p0014.png,,,1,True
v4_2_G0815_p0004,G0815,v4_2,4,pv,0.1604,172.572,both,chips/pv/v4_2_G0815_p0004.png,,,1,True
v4_2_G0775_p0008,G0775,v4_2,8,nonpv,0.0,65.084,v4_2,chips/nonpv/v4_2_G0775_p0008.png,,,1,True
v3c_G0814_p0015,G0814,v3c,15,nonpv,0.0,39.032,both,chips/nonpv/v3c_G0814_p0015.png,,,1,True
v4_2_G0815_p0006,G0815,v4_2,6,pv,0.5049,132.922,both,chips/pv/v4_2_G0815_p0006.png,,,1,True
v3c_G0814_p0048,G0814,v3c,48,pv,0.8351,19.167,v3c,chips/pv/v3c_G0814_p0048.png,,,1,True
v4_2_G0775_p0009,G0775,v4_2,9,nonpv,0.0,688.774,both,chips/nonpv/v4_2_G0775_p0009.png,,,1,True
v4_2_G0775_p0010,G0775,v4_2,10,nonpv,0.0,136.456,v4_2,chips/nonpv/v4_2_G0775_p0010.png,,,1,True
v3c_G0814_p0049,G0814,v3c,49,pv,0.7385,17.813,v3c,chips/pv/v3c_G0814_p0049.png,,,1,True
v4_2_G0815_p0007,G0815,v4_2,7,pv,0.3813,338.693,both,chips/pv/v4_2_G0815_p0007.png,,,1,True
v3c_G0814_p0016,G0814,v3c,16,nonpv,0.0,30.215,both,chips/nonpv/v3c_G0814_p0016.png,,,1,True
v3c_G0814_p0017,G0814,v3c,17,nonpv,0.0,13.256,both,chips/nonpv/v3c_G0814_p0017.png,,,1,True
v4_2_G0815_p0009,G0815,v4_2,9,pv,0.264,431.198,both,chips/pv/v4_2_G0815_p0009.png,,g00178,2,True
v3c_G0814_p0050,G0814,v3c,50,pv,0.9162,14.729,both,chips/pv/v3c_G0814_p0050.png,,,1,True
v4_2_G0775_p0011,G0775,v4_2,11,nonpv,0.0,11.763,v4_2,chips/nonpv/v4_2_G0775_p0011.png,,,1,True
v4_2_G0775_p0012,G0775,v4_2,12,nonpv,0.0,3.841,v4_2,chips/nonpv/v4_2_G0775_p0012.png,,,1,True
v3c_G0814_p0051,G0814,v3c,51,pv,0.9084,14.211,both,chips/pv/v3c_G0814_p0051.png,,,1,True
v4_2_G0815_p0012,G0815,v4_2,12,pv,0.7598,36.625,both,chips/pv/v4_2_G0815_p0012.png,,,1,True
v3c_G0814_p0018,G0814,v3c,18,nonpv,0.0,16.739,both,chips/nonpv/v3c_G0814_p0018.png,,,1,True
v4_2_G0815_p0013,G0815,v4_2,13,pv,0.1501,278.187,both,chips/pv/v4_2_G0815_p0013.png,,,1,True
v3c_G0814_p0019,G0814,v3c,19,nonpv,0.0,50.596,both,chips/nonpv/v3c_G0814_p0019.png,,,1,True
v3c_G0814_p0053,G0814,v3c,53,pv,0.4439,29.457,both,chips/pv/v3c_G0814_p0053.png,,,1,True
v4_2_G0775_p0014,G0775,v4_2,14,nonpv,0.0,48.982,v4_2,chips/nonpv/v4_2_G0775_p0014.png,,,1,True
v3c_G0814_p0021,G0814,v3c,21,nonpv,0.0,21.536,both,chips/nonpv/v3c_G0814_p0021.png,,,1,True
v3c_G0814_p0054,G0814,v3c,54,pv,0.7331,16.799,both,chips/pv/v3c_G0814_p0054.png,,,1,True
v4_2_G0775_p0015,G0775,v4_2,15,nonpv,0.0,49.341,both,chips/nonpv/v4_2_G0775_p0015.png,,,1,True
v4_2_G0815_p0015,G0815,v4_2,15,pv,0.3196,82.027,both,chips/pv/v4_2_G0815_p0015.png,,,1,True
v4_2_G0815_p0027,G0815,v4_2,27,pv,0.3131,74.74,both,chips/pv/v4_2_G0815_p0027.png,,,1,True
v4_2_G0775_p0016,G0775,v4_2,16,nonpv,0.0,49.181,both,chips/nonpv/v4_2_G0775_p0016.png,,,1,True
v3c_G0814_p0055,G0814,v3c,55,pv,0.9302,15.286,both,chips/pv/v3c_G0814_p0055.png,,,1,True
v3c_G0814_p0023,G0814,v3c,23,nonpv,0.0,6.31,both,chips/nonpv/v3c_G0814_p0023.png,,,1,True
v3c_G0814_p0056,G0814,v3c,56,pv,0.8671,12.579,both,chips/pv/v3c_G0814_p0056.png,,,1,True
v4_2_G0815_p0028,G0815,v4_2,28,pv,0.3032,80.293,both,chips/pv/v4_2_G0815_p0028.png,,,1,True
v3c_G0814_p0026,G0814,v3c,26,nonpv,0.0,24.561,both,chips/nonpv/v3c_G0814_p0026.png,,,1,True
v4_2_G0775_p0017,G0775,v4_2,17,nonpv,0.0,221.505,v4_2,chips/nonpv/v4_2_G0775_p0017.png,,,1,True
v3c_G0814_p0057,G0814,v3c,57,pv,0.9061,16.599,both,chips/pv/v3c_G0814_p0057.png,,,1,True
v3c_G0814_p0037,G0814,v3c,37,nonpv,0.0,49.84,both,chips/nonpv/v3c_G0814_p0037.png,,,1,True
v4_2_G0815_p0029,G0815,v4_2,29,pv,0.2306,49.879,both,chips/pv/v4_2_G0815_p0029.png,,g00143,2,True
v4_2_G0775_p0018,G0775,v4_2,18,nonpv,0.0,49.778,v4_2,chips/nonpv/v4_2_G0775_p0018.png,,,1,True
v3c_G0814_p0045,G0814,v3c,45,nonpv,0.0,11.624,v3c,chips/nonpv/v3c_G0814_p0045.png,,,1,True
v3c_G0814_p0059,G0814,v3c,59,pv,0.2446,48.823,v3c,chips/pv/v3c_G0814_p0059.png,,,1,True
v4_2_G0775_p0019,G0775,v4_2,19,nonpv,0.0,50.375,v4_2,chips/nonpv/v4_2_G0775_p0019.png,,,1,True
v4_2_G0815_p0032,G0815,v4_2,32,pv,0.8744,12.181,both,chips/pv/v4_2_G0815_p0032.png,,,1,True
v4_2_G0815_p0033,G0815,v4_2,33,pv,0.7398,65.306,both,chips/pv/v4_2_G0815_p0033.png,,,1,True
v4_2_G0775_p0020,G0775,v4_2,20,nonpv,0.0,57.978,v4_2,chips/nonpv/v4_2_G0775_p0020.png,,,1,True
v3c_G0814_p0047,G0814,v3c,47,nonpv,0.0,60.486,both,chips/nonpv/v3c_G0814_p0047.png,,,1,True
v3c_G0814_p0060,G0814,v3c,60,pv,0.6821,24.7,both,chips/pv/v3c_G0814_p0060.png,,,1,True
v3c_G0814_p0052,G0814,v3c,52,nonpv,0.0,49.401,both,chips/nonpv/v3c_G0814_p0052.png,,,1,True
v4_2_G0775_p0021,G0775,v4_2,21,nonpv,0.0,65.422,v4_2,chips/nonpv/v4_2_G0775_p0021.png,,,1,True
v3c_G0814_p0062,G0814,v3c,62,pv,0.7336,46.395,both,chips/pv/v3c_G0814_p0062.png,,,1,True
v4_2_G0815_p0037,G0815,v4_2,37,pv,0.8273,104.397,both,chips/pv/v4_2_G0815_p0037.png,,,1,True
v4_2_G0775_p0022,G0775,v4_2,22,nonpv,0.0,534.126,v4_2,chips/nonpv/v4_2_G0775_p0022.png,,,1,True
v3c_G0814_p0063,G0814,v3c,63,pv,0.916,7.066,both,chips/pv/v3c_G0814_p0063.png,,,1,True
v3c_G0814_p0058,G0814,v3c,58,nonpv,0.0,5.155,v3c,chips/nonpv/v3c_G0814_p0058.png,,,1,True
v4_2_G0815_p0038,G0815,v4_2,38,pv,0.8297,106.925,both,chips/pv/v4_2_G0815_p0038.png,,,1,True
v3c_G0814_p0064,G0814,v3c,64,pv,0.4146,49.858,both,chips/pv/v3c_G0814_p0064.png,,,1,True
v4_2_G0775_p0023,G0775,v4_2,23,nonpv,0.0,11.066,v4_2,chips/nonpv/v4_2_G0775_p0023.png,,,1,True
v3c_G0814_p0061,G0814,v3c,61,nonpv,0.0,33.159,both,chips/nonpv/v3c_G0814_p0061.png,,,1,True
v4_2_G0815_p0053,G0815,v4_2,53,pv,0.6756,42.276,both,chips/pv/v4_2_G0815_p0053.png,,,1,True
v4_2_G0815_p0054,G0815,v4_2,54,pv,0.3623,82.143,both,chips/pv/v4_2_G0815_p0054.png,,,1,True
v4_2_G0775_p0025,G0775,v4_2,25,nonpv,0.0,43.986,both,chips/nonpv/v4_2_G0775_p0025.png,,,1,True
v3c_G0814_p0065,G0814,v3c,65,pv,0.7717,130.368,both,chips/pv/v3c_G0814_p0065.png,,,1,True
v3c_G0814_p0070,G0814,v3c,70,nonpv,0.0,15.644,v3c,chips/nonpv/v3c_G0814_p0070.png,,,1,True
v4_2_G0775_p0026,G0775,v4_2,26,nonpv,0.0,4.279,v4_2,chips/nonpv/v4_2_G0775_p0026.png,,,1,True
v4_2_G0815_p0063,G0815,v4_2,63,pv,0.7397,75.933,both,chips/pv/v4_2_G0815_p0063.png,,,1,True
v3c_G0814_p0074,G0814,v3c,74,nonpv,0.0,79.912,both,chips/nonpv/v3c_G0814_p0074.png,,,1,True
v3c_G0814_p0066,G0814,v3c,66,pv,0.9326,1170.928,both,chips/pv/v3c_G0814_p0066.png,,,1,True
v4_2_G0775_p0028,G0775,v4_2,28,nonpv,0.0912,185.161,v4_2,chips/nonpv/v4_2_G0775_p0028.png,,,1,True
v3c_G0814_p0067,G0814,v3c,67,pv,0.6121,48.027,both,chips/pv/v3c_G0814_p0067.png,,,1,True
v4_2_G0815_p0066,G0815,v4_2,66,pv,0.4638,75.914,both,chips/pv/v4_2_G0815_p0066.png,,,1,True
v3c_G0814_p0077,G0814,v3c,77,nonpv,0.0,21.356,both,chips/nonpv/v3c_G0814_p0077.png,,,1,True
v3c_G0814_p0068,G0814,v3c,68,pv,0.3054,268.379,both,chips/pv/v3c_G0814_p0068.png,,,1,True
v4_2_G0775_p0031,G0775,v4_2,31,nonpv,0.0,3149.461,v4_2,chips/nonpv/v4_2_G0775_p0031.png,,,1,True
v3c_G0814_p0078,G0814,v3c,78,nonpv,0.0,11.026,v3c,chips/nonpv/v3c_G0814_p0078.png,,,1,True
v4_2_G0815_p0074,G0815,v4_2,74,pv,0.967,270.506,both,chips/pv/v4_2_G0815_p0074.png,,g00173,2,False
v4_2_G0775_p0032,G0775,v4_2,32,nonpv,0.0,873.091,v4_2,chips/nonpv/v4_2_G0775_p0032.png,,,1,True
v3c_G0814_p0069,G0814,v3c,69,pv,0.7576,18.271,v3c,chips/pv/v3c_G0814_p0069.png,,,1,True
v4_2_G0816_p0001,G0816,v4_2,1,pv,0.2887,402.139,both,chips/pv/v4_2_G0816_p0001.png,,g00194,4,False
v3c_G0814_p0081,G0814,v3c,81,nonpv,0.0,83.276,both,chips/nonpv/v3c_G0814_p0081.png,,,1,True
v4_2_G0816_p0002,G0816,v4_2,2,pv,0.4341,217.063,both,chips/pv/v4_2_G0816_p0002.png,,g00194,4,False
v3c_G0815_p0000,G0815,v3c,0,nonpv,0.0,15.008,both,chips/nonpv/v3c_G0815_p0000.png,,,1,True
v3c_G0814_p0071,G0814,v3c,71,pv,0.6871,3429.813,both,chips/pv/v3c_G0814_p0071.png,,,1,True
v4_2_G0775_p0033,G0775,v4_2,33,nonpv,0.0,90.581,v4_2,chips/nonpv/v4_2_G0775_p0033.png,,g00195,2,False
v3c_G0814_p0072,G0814,v3c,72,pv,0.8488,108.854,both,chips/pv/v3c_G0814_p0072.png,,,1,True
v4_2_G0775_p0034,G0775,v4_2,34,nonpv,0.0,77.464,v4_2,chips/nonpv/v4_2_G0775_p0034.png,,,1,True
v3c_G0815_p0001,G0815,v3c,1,nonpv,0.0,12.779,both,chips/nonpv/v3c_G0815_p0001.png,,,1,True
v4_2_G0816_p0003,G0816,v4_2,3,pv,0.6946,91.443,both,chips/pv/v4_2_G0816_p0003.png,,g00194,4,False
v3c_G0815_p0011,G0815,v3c,11,nonpv,0.0,191.483,both,chips/nonpv/v3c_G0815_p0011.png,,,1,True
v3c_G0814_p0073,G0814,v3c,73,pv,0.2433,1179.765,both,chips/pv/v3c_G0814_p0073.png,,,1,True
v4_2_G0816_p0004,G0816,v4_2,4,pv,0.3361,352.137,both,chips/pv/v4_2_G0816_p0004.png,,,1,True
v4_2_G0775_p0037,G0775,v4_2,37,nonpv,0.0,6.05,both,chips/nonpv/v4_2_G0775_p0037.png,,,1,True
v3c_G0815_p0015,G0815,v3c,15,nonpv,0.0,120.283,v3c,chips/nonpv/v3c_G0815_p0015.png,,,1,True
v4_2_G0816_p0007,G0816,v4_2,7,pv,0.3047,350.221,both,chips/pv/v4_2_G0816_p0007.png,,,1,True
v3c_G0814_p0075,G0814,v3c,75,pv,0.9198,24.979,both,chips/pv/v3c_G0814_p0075.png,,,1,True
v4_2_G0775_p0038,G0775,v4_2,38,nonpv,0.0,673.953,both,chips/nonpv/v4_2_G0775_p0038.png,,,1,True
v4_2_G0816_p0008,G0816,v4_2,8,pv,0.2868,262.083,both,chips/pv/v4_2_G0816_p0008.png,,,1,True
v3c_G0815_p0016,G0815,v3c,16,nonpv,0.0,28.285,both,chips/nonpv/v3c_G0815_p0016.png,,,1,True
v4_2_G0775_p0039,G0775,v4_2,39,nonpv,0.0,22.769,both,chips/nonpv/v4_2_G0775_p0039.png,,,1,True
v3c_G0814_p0076,G0814,v3c,76,pv,0.8693,26.71,both,chips/pv/v3c_G0814_p0076.png,,,1,True
v3c_G0814_p0079,G0814,v3c,79,pv,0.916,384.829,both,chips/pv/v3c_G0814_p0079.png,,,1,True
v4_2_G0775_p0040,G0775,v4_2,40,nonpv,0.0,43.627,v4_2,chips/nonpv/v4_2_G0775_p0040.png,,,1,True
v3c_G0815_p0017,G0815,v3c,17,nonpv,0.0,5.713,v3c,chips/nonpv/v3c_G0815_p0017.png,,,1,True
v4_2_G0816_p0021,G0816,v4_2,21,pv,0.3645,985.789,both,chips/pv/v4_2_G0816_p0021.png,,,1,True
v4_2_G0816_p0022,G0816,v4_2,22,pv,0.25,1229.562,both,chips/pv/v4_2_G0816_p0022.png,,,1,True
v3c_G0815_p0018,G0815,v3c,18,nonpv,0.0,8.459,both,chips/nonpv/v3c_G0815_p0018.png,,,1,True
v4_2_G0775_p0041,G0775,v4_2,41,nonpv,0.0,16.36,both,chips/nonpv/v4_2_G0775_p0041.png,,,1,True
v3c_G0814_p0080,G0814,v3c,80,pv,0.8618,309.555,both,chips/pv/v3c_G0814_p0080.png,,g00000,2,True
v4_2_G0775_p0042,G0775,v4_2,42,nonpv,0.0,375.344,v4_2,chips/nonpv/v4_2_G0775_p0042.png,,,1,True
v3c_G0814_p0082,G0814,v3c,82,pv,0.964,9.374,both,chips/pv/v3c_G0814_p0082.png,,,1,True
v4_2_G0816_p0023,G0816,v4_2,23,pv,0.413,1290.17,both,chips/pv/v4_2_G0816_p0023.png,,,1,True
v3c_G0815_p0019,G0815,v3c,19,nonpv,0.0,5.295,v3c,chips/nonpv/v3c_G0815_p0019.png,,,1,True
v4_2_G0816_p0024,G0816,v4_2,24,pv,0.2615,58.54,both,chips/pv/v4_2_G0816_p0024.png,,,1,True
v4_2_G0775_p0043,G0775,v4_2,43,nonpv,0.0,47.806,both,chips/nonpv/v4_2_G0775_p0043.png,,,1,True
v3c_G0814_p0083,G0814,v3c,83,pv,0.464,28.999,v3c,chips/pv/v3c_G0814_p0083.png,,,1,True
v3c_G0815_p0020,G0815,v3c,20,nonpv,0.0,148.287,both,chips/nonpv/v3c_G0815_p0020.png,,,1,True
v4_2_G0816_p0037,G0816,v4_2,37,pv,0.8047,73.408,both,chips/pv/v4_2_G0816_p0037.png,,,1,True
v4_2_G0775_p0044,G0775,v4_2,44,nonpv,0.0,53.917,v4_2,chips/nonpv/v4_2_G0775_p0044.png,,,1,True
v3c_G0814_p0084,G0814,v3c,84,pv,0.6662,255.877,both,chips/pv/v3c_G0814_p0084.png,,g00204,2,True
v3c_G0815_p0025,G0815,v3c,25,nonpv,0.0,128.881,v3c,chips/nonpv/v3c_G0815_p0025.png,,,1,True
v3c_G0815_p0026,G0815,v3c,26,nonpv,0.0,98.945,both,chips/nonpv/v3c_G0815_p0026.png,,,1,True
v3c_G0814_p0085,G0814,v3c,85,pv,0.4261,32.98,v3c,chips/pv/v3c_G0814_p0085.png,,,1,True
v4_2_G0775_p0045,G0775,v4_2,45,nonpv,0.0,40.721,v4_2,chips/nonpv/v4_2_G0775_p0045.png,,,1,True
v4_2_G0816_p0038,G0816,v4_2,38,pv,0.3486,20.9,v4_2,chips/pv/v4_2_G0816_p0038.png,,,1,True
v4_2_G0816_p0039,G0816,v4_2,39,pv,0.5951,30.235,both,chips/pv/v4_2_G0816_p0039.png,,,1,True
v4_2_G0775_p0046,G0775,v4_2,46,nonpv,0.0,313.547,v4_2,chips/nonpv/v4_2_G0775_p0046.png,,,1,True
v3c_G0814_p0086,G0814,v3c,86,pv,0.4119,32.741,v3c,chips/pv/v3c_G0814_p0086.png,,,1,True
v3c_G0815_p0029,G0815,v3c,29,nonpv,0.0,16.72,v3c,chips/nonpv/v3c_G0815_p0029.png,,,1,True
v3c_G0815_p0031,G0815,v3c,31,nonpv,0.0,64.629,both,chips/nonpv/v3c_G0815_p0031.png,,,1,True
v3c_G0815_p0002,G0815,v3c,2,pv,0.4262,66.501,both,chips/pv/v3c_G0815_p0002.png,,,1,True
v4_2_G0775_p0047,G0775,v4_2,47,nonpv,0.0,169.193,both,chips/nonpv/v4_2_G0775_p0047.png,,,1,True
v4_2_G0816_p0042,G0816,v4_2,42,pv,0.2895,47.651,both,chips/pv/v4_2_G0816_p0042.png,,,1,True
v3c_G0815_p0034,G0815,v3c,34,nonpv,0.0,97.072,both,chips/nonpv/v3c_G0815_p0034.png,,,1,True
v4_2_G0816_p0064,G0816,v4_2,64,pv,0.8834,73.864,both,chips/pv/v4_2_G0816_p0064.png,,,1,True
v3c_G0815_p0003,G0815,v3c,3,pv,0.4045,34.594,both,chips/pv/v3c_G0815_p0003.png,,,1,True
v4_2_G0775_p0048,G0775,v4_2,48,nonpv,0.0,833.661,v4_2,chips/nonpv/v4_2_G0775_p0048.png,,,1,True
v4_2_G0816_p0081,G0816,v4_2,81,pv,0.8611,52.367,both,chips/pv/v4_2_G0816_p0081.png,,,1,True
v3c_G0815_p0035,G0815,v3c,35,nonpv,0.0,26.214,v3c,chips/nonpv/v3c_G0815_p0035.png,,,1,True
v4_2_G0775_p0049,G0775,v4_2,49,nonpv,0.0,3.702,v4_2,chips/nonpv/v4_2_G0775_p0049.png,,,1,True
v3c_G0815_p0004,G0815,v3c,4,pv,0.1969,140.227,both,chips/pv/v3c_G0815_p0004.png,,,1,True
v3c_G0815_p0036,G0815,v3c,36,nonpv,0.0,9.912,both,chips/nonpv/v3c_G0815_p0036.png,,,1,True
v4_2_G0775_p0051,G0775,v4_2,51,nonpv,0.0,104.63,v4_2,chips/nonpv/v4_2_G0775_p0051.png,,,1,True
v4_2_G0816_p0088,G0816,v4_2,88,pv,0.9599,57.562,both,chips/pv/v4_2_G0816_p0088.png,,,1,True
v3c_G0815_p0005,G0815,v3c,5,pv,0.9728,30.733,v3c,chips/pv/v3c_G0815_p0005.png,,,1,True
v3c_G0815_p0006,G0815,v3c,6,pv,0.2827,115.386,v3c,chips/pv/v3c_G0815_p0006.png,,,1,True
v4_2_G0816_p0089,G0816,v4_2,89,pv,0.252,2059.664,both,chips/pv/v4_2_G0816_p0089.png,,,1,True
v4_2_G0775_p0053,G0775,v4_2,53,nonpv,0.0,25.097,v4_2,chips/nonpv/v4_2_G0775_p0053.png,,,1,True
v3c_G0815_p0039,G0815,v3c,39,nonpv,0.0,45.44,both,chips/nonpv/v3c_G0815_p0039.png,,,1,True
v4_2_G0775_p0055,G0775,v4_2,55,nonpv,0.0,6.13,v4_2,chips/nonpv/v4_2_G0775_p0055.png,,,1,True
v4_2_G0816_p0090,G0816,v4_2,90,pv,0.9537,58.796,both,chips/pv/v4_2_G0816_p0090.png,,,1,True
v3c_G0815_p0040,G0815,v3c,40,nonpv,0.0,742.6,both,chips/nonpv/v3c_G0815_p0040.png,,,1,True
v3c_G0815_p0007,G0815,v3c,7,pv,0.789,85.032,both,chips/pv/v3c_G0815_p0007.png,,,1,True
v4_2_G0816_p0091,G0816,v4_2,91,pv,0.2845,16.003,both,chips/pv/v4_2_G0816_p0091.png,,,1,True
v4_2_G0775_p0056,G0775,v4_2,56,nonpv,0.0,116.051,v4_2,chips/nonpv/v4_2_G0775_p0056.png,,,1,True
v3c_G0815_p0008,G0815,v3c,8,pv,0.8288,155.533,both,chips/pv/v3c_G0815_p0008.png,,,1,True
v3c_G0815_p0041,G0815,v3c,41,nonpv,0.0,12.301,both,chips/nonpv/v3c_G0815_p0041.png,,,1,True
v3c_G0815_p0042,G0815,v3c,42,nonpv,0.0981,4.697,both,chips/nonpv/v3c_G0815_p0042.png,,,1,True
v3c_G0815_p0009,G0815,v3c,9,pv,0.106,205.318,v3c,chips/pv/v3c_G0815_p0009.png,,g00214,2,False
v4_2_G0816_p0092,G0816,v4_2,92,pv,0.3907,21.436,both,chips/pv/v4_2_G0816_p0092.png,,,1,True
